Index,URL,HTML Folder
87,loc-iapplemx.info/icloud2022-esp.php,phishing_resources/fully_downloaded_web_pages/87_loc-iapplemx/loc-iapplemx.info/icloud2022-esp.php/icloud2022-esp.php.html
88,loc-iapple.info/icloud2022-esp.php,phishing_resources/fully_downloaded_web_pages/88_loc-iapple/loc-iapple.info/icloud2022-esp.php/icloud2022-esp.php.html
93,espace-online-offers-and-services.mybluehost.me/ch/sbb/Entry.php,phishing_resources/fully_downloaded_web_pages/93_mybluehost/espace-online-offers-and-services.mybluehost.me/ch/sbb/Entry.php/index.html
94,espace-online-offers-and-services.mybluehost.me/ch/sbb/,phishing_resources/fully_downloaded_web_pages/94_mybluehost/espace-online-offers-and-services.mybluehost.me/ch/sbb/index.html
95,coin-notif.top/newtransfer,phishing_resources/fully_downloaded_web_pages/95_coin-notif/coin-notif.top/newtransfer/newtransfer.html
96,bowyensr-3927ckoidz-conarjt.pages.dev/help/contact/435227605285903,phishing_resources/fully_downloaded_web_pages/96_pages/bowyensr-3927ckoidz-conarjt.pages.dev/help/contact/435227605285903/435227605285903.html
97,bowyensr-3927ckoidz-conarjt.pages.dev/help/contact/202946495018068,phishing_resources/fully_downloaded_web_pages/97_pages/bowyensr-3927ckoidz-conarjt.pages.dev/help/contact/202946495018068/202946495018068.html
98,appsconfig.info/icloud2022-esp.php/isignesp.php,phishing_resources/fully_downloaded_web_pages/98_appsconfig/appsconfig.info/icloud2022-esp.php/isignesp.php/isignesp.php.html
99,t3foo5fe35o4xbjzrx4rap5bt3fnyly62uvuaxgsl2srukclrc3q.akrd.net/nsrndKTfXcuFOY35ED-hnsrcLx7VK0Bc0l6lGihLiLc,phishing_resources/fully_downloaded_web_pages/99_akrd/t3foo5fe35o4xbjzrx4rap5bt3fnyly62uvuaxgsl2srukclrc3q.akrd.net/nsrndKTfXcuFOY35ED-hnsrcLx7VK0Bc0l6lGihLiLc/nsrndKTfXcuFOY35ED-hnsrcLx7VK0Bc0l6lGihLiLc.html
100,pub-db9588be38a14ec28f651b786875dd69.r2.dev/owa-388393093.html,phishing_resources/fully_downloaded_web_pages/100_r2/pub-db9588be38a14ec28f651b786875dd69.r2.dev/owa-388393093.html
101,pub-d0ea041bd5f5491d809d5a26e5f91763.r2.dev/zfilew1q.html,phishing_resources/fully_downloaded_web_pages/101_r2/pub-d0ea041bd5f5491d809d5a26e5f91763.r2.dev/zfilew1q.html
102,pub-9be8b72cc1cd4ad58be0eaad828b91e4.r2.dev/ipps.html,phishing_resources/fully_downloaded_web_pages/102_r2/pub-9be8b72cc1cd4ad58be0eaad828b91e4.r2.dev/ipps.html
103,pub-8a50034aaa5440db9df0fd159167593f.r2.dev/index.html,phishing_resources/fully_downloaded_web_pages/103_r2/pub-8a50034aaa5440db9df0fd159167593f.r2.dev/index.html
104,pub-74709864c63f47ca8a918a4f461427ce.r2.dev/bea115.html,phishing_resources/fully_downloaded_web_pages/104_r2/pub-74709864c63f47ca8a918a4f461427ce.r2.dev/bea115.html
105,pub-6c9cba1f0c05445ca33bf3d0616436b6.r2.dev/bea230.html,phishing_resources/fully_downloaded_web_pages/105_r2/pub-6c9cba1f0c05445ca33bf3d0616436b6.r2.dev/bea230.html
106,pub-6bf3eb9d897b43bda046a2a91f2ee604.r2.dev/ck.html,phishing_resources/fully_downloaded_web_pages/106_r2/pub-6bf3eb9d897b43bda046a2a91f2ee604.r2.dev/ck.html
107,pub-668a429b1c7440a88622fb12eb78dd80.r2.dev/index.html,phishing_resources/fully_downloaded_web_pages/107_r2/pub-668a429b1c7440a88622fb12eb78dd80.r2.dev/index.html
110,www.cloud-appl.com/icloud2022-esp.php,phishing_resources/fully_downloaded_web_pages/110_cloud-appl/www.cloud-appl.com/icloud2022-esp.php/icloud2022-esp.php.html
111,www.baovietvnvip.top/,phishing_resources/fully_downloaded_web_pages/111_baovietvnvip/www.baovietvnvip.top/index.html
112,whtaslnc.com/,phishing_resources/fully_downloaded_web_pages/112_whtaslnc/whtaslnc.com/index.html
113,telewgram.cc/,phishing_resources/fully_downloaded_web_pages/113_telewgram/telewgram.cc/index.html
114,telegramin.icu/web,phishing_resources/fully_downloaded_web_pages/114_telegramin/telegramin.icu/web/robots.txt.html
115,xmas07.glitch.me/,phishing_resources/fully_downloaded_web_pages/115_glitch/xmas07.glitch.me/index.html
116,www.dhl888.top/,phishing_resources/fully_downloaded_web_pages/116_dhl888/www.dhl888.top/index.html
117,wrq.nce.mybluehost.me/wp-includes/images/media/N404/auth/entrar.php/,phishing_resources/fully_downloaded_web_pages/117_mybluehost/wrq.nce.mybluehost.me/wp-includes/images/media/N404/auth/entrar.php/index.html
118,walletcoinect.net/,phishing_resources/fully_downloaded_web_pages/118_walletcoinect/walletcoinect.net/index.html
120,votre-nickel.fr/n/nick/fcb99ccec57662d457b7/nkl-log.php,phishing_resources/fully_downloaded_web_pages/120_votre-nickel/votre-nickel.fr/n/nick/fcb99ccec57662d457b7/nkl-log.php/index.html
121,votre-nickel.fr/n/nick/512a0e52d079826e4d19/,phishing_resources/fully_downloaded_web_pages/121_votre-nickel/votre-nickel.fr/n/nick/512a0e52d079826e4d19/index.html
122,votre-nickel.fr/n/nick/42ed3ecf0974a0957f0b/,phishing_resources/fully_downloaded_web_pages/122_votre-nickel/votre-nickel.fr/n/nick/42ed3ecf0974a0957f0b/index.html
123,votre-nickel.fr/n/nick/,phishing_resources/fully_downloaded_web_pages/123_votre-nickel/votre-nickel.fr/n/nick/index.html
125,v9rfgvbws4repzbpzbwyg1zqcmfm66irmkexormnart.pages.dev/,phishing_resources/fully_downloaded_web_pages/125_pages/v9rfgvbws4repzbpzbwyg1zqcmfm66irmkexormnart.pages.dev/index.html
128,trusttwalletlougine.gitbook.io/,phishing_resources/fully_downloaded_web_pages/128_gitbook/trusttwalletlougine.gitbook.io/index.html
131,tarasnaocean.pl/logowanie.php,phishing_resources/fully_downloaded_web_pages/131_tarasnaocean/tarasnaocean.pl/logowanie.php/logowanie.php.html
133,submit-page-helper.bond/contract/61555957967327,phishing_resources/fully_downloaded_web_pages/133_submit-page-helper/submit-page-helper.bond/contract/61555957967327/61555957967327.html
135,soporteonline-ishopmexico.com/s2.php/,phishing_resources/fully_downloaded_web_pages/135_soporteonline-ishopmexico/soporteonline-ishopmexico.com/s2.php/index.html
136,soporte-mixup-online.com/s2.php/,phishing_resources/fully_downloaded_web_pages/136_soporte-mixup-online/soporte-mixup-online.com/s2.php/index.html
137,soporte-cloud.shop/icloud2022-esp.php/isignesp.php/,phishing_resources/fully_downloaded_web_pages/137_soporte-cloud/soporte-cloud.shop/icloud2022-esp.php/isignesp.php/index.html
138,sites.google.com/l0gin-microsoftwebonlne.app/98767565,phishing_resources/fully_downloaded_web_pages/138_google/sites.google.com/l0gin-microsoftwebonlne.app/98767565/98767565.html
140,sites.google.com/l0gin-microsoftwebonlne.app/7t86r56,phishing_resources/fully_downloaded_web_pages/140_google/sites.google.com/l0gin-microsoftwebonlne.app/7t86r56/7t86r56.html
141,sites.google.com/l0gin-microsoftwebonlne.app/746556,phishing_resources/fully_downloaded_web_pages/141_google/sites.google.com/l0gin-microsoftwebonlne.app/746556/746556.html
142,sites.google.com/l0gin-microsoftwebonlne.app/46767,phishing_resources/fully_downloaded_web_pages/142_google/sites.google.com/l0gin-microsoftwebonlne.app/46767/46767.html
144,seoservicesiox.firebaseapp.com/0.48973173790737823/,phishing_resources/fully_downloaded_web_pages/144_firebaseapp/seoservicesiox.firebaseapp.com/0.48973173790737823/index.html
145,securefileshared.info/h288f2a1323/669573ca946a20f5284f9ba4/index.php,phishing_resources/fully_downloaded_web_pages/145_securefileshared/securefileshared.info/h288f2a1323/669573ca946a20f5284f9ba4/index.php/index.php.html
146,secure-att.pages.dev/,phishing_resources/fully_downloaded_web_pages/146_pages/secure-att.pages.dev/index.html
147,scsdv34tergsdfv.pages.dev/,phishing_resources/fully_downloaded_web_pages/147_pages/scsdv34tergsdfv.pages.dev/index.html
150,pub-ca67445aaabc47d0bd9966953d9e2b17.r2.dev/traffic.html,phishing_resources/fully_downloaded_web_pages/150_r2/pub-ca67445aaabc47d0bd9966953d9e2b17.r2.dev/traffic.html
152,page-support-center.bond/business-center-community/business,phishing_resources/fully_downloaded_web_pages/152_page-support-center/page-support-center.bond/business-center-community/business/business.html
153,p5.dailycontestportal.com/africa/ml/orange-reward-survey-1/fr-1.php,phishing_resources/fully_downloaded_web_pages/153_dailycontestportal/p5.dailycontestportal.com/africa/ml/orange-reward-survey-1/fr-1.php/fr-1.php.html
154,p5.dailycontestportal.com/africa/mg/orange-reward-survey-1/fr-1.php,phishing_resources/fully_downloaded_web_pages/154_dailycontestportal/p5.dailycontestportal.com/africa/mg/orange-reward-survey-1/fr-1.php/fr-1.php.html
155,p5.dailycontestportal.com/africa/gn/orange-letter-1/orange-fr-1.php,phishing_resources/fully_downloaded_web_pages/155_dailycontestportal/p5.dailycontestportal.com/africa/gn/orange-letter-1/orange-fr-1.php/orange-fr-1.php.html
156,owa-9686576756775097967976796.pages.dev/187878099,phishing_resources/fully_downloaded_web_pages/156_pages/owa-9686576756775097967976796.pages.dev/187878099/187878099.html
159,neoayus.github.io/clone.netflix/,phishing_resources/fully_downloaded_web_pages/159_github/neoayus.github.io/clone.netflix/index.html
162,mi-soporte-con.us/icloud2022-esp.php/isignesp.php/,phishing_resources/fully_downloaded_web_pages/162_mi-soporte-con/mi-soporte-con.us/icloud2022-esp.php/isignesp.php/index.html
164,metamawsksextension.gitbook.io/,phishing_resources/fully_downloaded_web_pages/164_gitbook/metamawsksextension.gitbook.io/index.html
165,mergesappseverst.pages.dev/chunks/fonts/evafeat/evafeatb15a.html/,phishing_resources/fully_downloaded_web_pages/165_pages/mergesappseverst.pages.dev/chunks/fonts/evafeat/evafeatb15a.html/index.html
166,meet-valand.github.io/Netflix-Clone-Using-CSS-and-HTML,phishing_resources/fully_downloaded_web_pages/166_github/meet-valand.github.io/Netflix-Clone-Using-CSS-and-HTML/Netflix-Clone-Using-CSS-and-HTML.html
167,meatamasklogine.gitbook.io/,phishing_resources/fully_downloaded_web_pages/167_gitbook/meatamasklogine.gitbook.io/index.html
168,manishkhatik.github.io/Netflix-Clone-Html-Css-/,phishing_resources/fully_downloaded_web_pages/168_github/manishkhatik.github.io/Netflix-Clone-Html-Css-/index.html
169,mailupdate02.weebly.com/,phishing_resources/fully_downloaded_web_pages/169_weebly/mailupdate02.weebly.com/index.html
170,loststatus.info/icloud2022-esp.php/isignesp.php/,phishing_resources/fully_downloaded_web_pages/170_loststatus/loststatus.info/icloud2022-esp.php/isignesp.php/index.html
171,loststatus.info/icloud2022-esp.php/isignesp.php,phishing_resources/fully_downloaded_web_pages/171_loststatus/loststatus.info/icloud2022-esp.php/isignesp.php/isignesp.php.html
172,loststatus.info/icloud2022-esp.php/,phishing_resources/fully_downloaded_web_pages/172_loststatus/loststatus.info/icloud2022-esp.php/index.html
174,slonecznadroga.pl/logowanie.php,phishing_resources/fully_downloaded_web_pages/174_slonecznadroga/slonecznadroga.pl/logowanie.php/logowanie.php.html
175,slonceidroga.pl/logowanie.php,phishing_resources/fully_downloaded_web_pages/175_slonceidroga/slonceidroga.pl/logowanie.php/logowanie.php.html
176,loc-iapplemx.info/icloud2022-esp.php/isignesp.php,phishing_resources/fully_downloaded_web_pages/176_loc-iapplemx/loc-iapplemx.info/icloud2022-esp.php/isignesp.php/isignesp.php.html
177,loc-iapplemx.info/icloud2022-esp.php/,phishing_resources/fully_downloaded_web_pages/177_loc-iapplemx/loc-iapplemx.info/icloud2022-esp.php/index.html
178,loc-iapplemx.com/icloud2022-esp.php/isignesp.php,phishing_resources/fully_downloaded_web_pages/178_loc-iapplemx/loc-iapplemx.com/icloud2022-esp.php/isignesp.php/isignesp.php.html
179,loc-iapple.info/icloud2022-esp.php/isignesp.php,phishing_resources/fully_downloaded_web_pages/179_loc-iapple/loc-iapple.info/icloud2022-esp.php/isignesp.php/isignesp.php.html
180,loc-iapple.info/icloud2022-esp.php/,phishing_resources/fully_downloaded_web_pages/180_loc-iapple/loc-iapple.info/icloud2022-esp.php/index.html
181,joaohenriquedsl.github.io/cloneInstagram/index.html,phishing_resources/fully_downloaded_web_pages/181_github/joaohenriquedsl.github.io/cloneInstagram/index.html
191,findmy-ar.click/icloud2022-esp.php/isignesp.php/,phishing_resources/fully_downloaded_web_pages/191_findmy-ar/findmy-ar.click/icloud2022-esp.php/isignesp.php/index.html
192,seoservicesiox.firebaseapp.com/0.48973173790737823,phishing_resources/fully_downloaded_web_pages/192_firebaseapp/seoservicesiox.firebaseapp.com/0.48973173790737823/0.48973173790737823.html
194,delivery.attempt.failure.ebbs.co.za/public/0Srvb3gmDLbsJ8v0C8gQ9THI8XGmVzmW/,phishing_resources/fully_downloaded_web_pages/194_ebbs/delivery.attempt.failure.ebbs.co.za/public/0Srvb3gmDLbsJ8v0C8gQ9THI8XGmVzmW/index.html
195,debank-info.github.io/,phishing_resources/fully_downloaded_web_pages/195_github/debank-info.github.io/index.html
196,coinnbbasuproslogen.gitbook.io/,phishing_resources/fully_downloaded_web_pages/196_gitbook/coinnbbasuproslogen.gitbook.io/index.html
197,coinbasepologinus.webflow.io/,phishing_resources/fully_downloaded_web_pages/197_webflow/coinbasepologinus.webflow.io/index.html
198,coffeeroasting.co.th/,phishing_resources/fully_downloaded_web_pages/198_coffeeroasting/coffeeroasting.co.th/index.html
199,cn.wanbo83.bet/,phishing_resources/fully_downloaded_web_pages/199_wanbo83/cn.wanbo83.bet/index.html
201,cloud-iclo.com/icloud2022-esp.php/isignesp.php/,phishing_resources/fully_downloaded_web_pages/201_cloud-iclo/cloud-iclo.com/icloud2022-esp.php/isignesp.php/index.html
202,cloud-appl.com/icloud2022-esp.php/isignesp.php,phishing_resources/fully_downloaded_web_pages/202_cloud-appl/cloud-appl.com/icloud2022-esp.php/isignesp.php/isignesp.php.html
203,cioinbaseprologine.webflow.io/,phishing_resources/fully_downloaded_web_pages/203_webflow/cioinbaseprologine.webflow.io/index.html
204,cbasseproslogin.gitbook.io/,phishing_resources/fully_downloaded_web_pages/204_gitbook/cbasseproslogin.gitbook.io/index.html
205,bafybeidnkqp5ui3pyzybb3qffowmikwigseixl23ortfqy3iney3rvxxka.ipfs.dweb.link/,phishing_resources/fully_downloaded_web_pages/205_dweb/bafybeidnkqp5ui3pyzybb3qffowmikwigseixl23ortfqy3iney3rvxxka.ipfs.dweb.link/index.html
208,autoiothiatowers.web.app/0.9436461643644869/,phishing_resources/fully_downloaded_web_pages/208_web/autoiothiatowers.web.app/0.9436461643644869/index.html
209,autoiothiatowers.web.app/0.9436461643644869,phishing_resources/fully_downloaded_web_pages/209_web/autoiothiatowers.web.app/0.9436461643644869/0.9436461643644869.html
210,auth-page-manager.bond/contract/61563422460528,phishing_resources/fully_downloaded_web_pages/210_auth-page-manager/auth-page-manager.bond/contract/61563422460528/61563422460528.html
214,80879270.webku.buzz/,phishing_resources/fully_downloaded_web_pages/214_webku/80879270.webku.buzz/index.html
215,3659lll.net/,phishing_resources/fully_downloaded_web_pages/215_3659lll/3659lll.net/index.html
217,rafee404.github.io/phishiwishi/,phishing_resources/fully_downloaded_web_pages/217_github/rafee404.github.io/phishiwishi/index.html
218,pub-c20bd80cda534cc0a0a528af4bf68e9c.r2.dev/bea169.html,phishing_resources/fully_downloaded_web_pages/218_r2/pub-c20bd80cda534cc0a0a528af4bf68e9c.r2.dev/bea169.html
219,pub-7d6aeb250e2f4b80b7b4163933796b27.r2.dev/index.html,phishing_resources/fully_downloaded_web_pages/219_r2/pub-7d6aeb250e2f4b80b7b4163933796b27.r2.dev/index.html
220,pub-493f78e882da461f9f7b36234703f59b.r2.dev/index.html,phishing_resources/fully_downloaded_web_pages/220_r2/pub-493f78e882da461f9f7b36234703f59b.r2.dev/index.html
221,pub-3637ecb22a9845bfb20cf6f56a685f9d.r2.dev/qwandex.html,phishing_resources/fully_downloaded_web_pages/221_r2/pub-3637ecb22a9845bfb20cf6f56a685f9d.r2.dev/qwandex.html
222,pub-0452c4069ecb46a8956b44295d6b0744.r2.dev/index.html,phishing_resources/fully_downloaded_web_pages/222_r2/pub-0452c4069ecb46a8956b44295d6b0744.r2.dev/index.html
223,pub-0194cde1f1f2404680755c46fe66cec7.r2.dev/index.html,phishing_resources/fully_downloaded_web_pages/223_r2/pub-0194cde1f1f2404680755c46fe66cec7.r2.dev/index.html
231,maxzer.net/,phishing_resources/fully_downloaded_web_pages/231_maxzer/maxzer.net/index.html
234,imaps-support.us/icloud2022-esp.php/,phishing_resources/fully_downloaded_web_pages/234_imaps-support/imaps-support.us/icloud2022-esp.php/index.html
235,id-lnfolcloud.us/icloud2022-esp.php/isignesp.php/,phishing_resources/fully_downloaded_web_pages/235_id-lnfolcloud/id-lnfolcloud.us/icloud2022-esp.php/isignesp.php/index.html
238,huomaoorm-uomaorsa.pages.dev/help/contact/379932455219144,phishing_resources/fully_downloaded_web_pages/238_pages/huomaoorm-uomaorsa.pages.dev/help/contact/379932455219144/379932455219144.html
241,fme-cludisuporte.com/icloud2022-esp.php/isignesp.php,phishing_resources/fully_downloaded_web_pages/241_fme-cludisuporte/fme-cludisuporte.com/icloud2022-esp.php/isignesp.php/isignesp.php.html
242,findmy-ar.ru.com/icloud2022-esp.php/isignesp.php/,phishing_resources/fully_downloaded_web_pages/242_ru/findmy-ar.ru.com/icloud2022-esp.php/isignesp.php/index.html
243,econtrar-lphone.sa.com/icloud2022-esp.php/isignesp.php,phishing_resources/fully_downloaded_web_pages/243_sa/econtrar-lphone.sa.com/icloud2022-esp.php/isignesp.php/isignesp.php.html
